,movie,year,imdb,votes,metascore
2817,American Sniper,(2014),7.3,403871,72
2818,Divergent,(2014),6.7,401159,48
2819,Dawn of the Planet of the Apes,(2014),7.6,391518,79
2820,The Amazing Spider-Man 2,(2014),6.6,390891,53
2821,The Maze Runner,(2014),6.8,388769,57
2822,Fury,(2014),7.6,384256,64
2823,The Hunger Games: Mockingjay - Part 1,(2014),6.6,380950,64
2824,Big Hero 6,(2014),7.8,374206,74
2825,The Theory of Everything,(2014),7.7,363746,72
2826,Godzilla,(2014),6.4,353542,62
2827,22 Jump Street,(2014),7.0,321151,71
2828,The Fault in Our Stars,(2014),7.7,317208,69
2829,Boyhood,(I) (2014),7.9,316585,100
2830,Maleficent,(2014),7.0,307520,56
2831,The Lego Movie,(2014),7.8,305625,83
2832,The Equalizer,(2014),7.2,304178,57
2833,The Interview,(II) (2014),6.5,287366,52
2834,Transformers: Age of Extinction,(2014),5.7,284431,32
2835,How to Train Your Dragon 2,(2014),7.8,280364,76
2836,The Flash,(2014– ),7.8,279093,NaN
2837,Fargo,(2014– ),9.0,277171,NaN
2838,Neighbors,(I) (2014),6.3,267168,68
2839,300: Rise of an Empire,(2014),6.2,264064,48
2840,Non-Stop,(2014),7.0,235493,56
2841,Noah,(2014),5.8,230007,68
2842,Predestination,(I) (2014),7.5,226754,69
2843,RoboCop,(2014),6.2,206430,52
2844,Transcendence,(I) (2014),6.3,205149,42
2845,Gotham,(2014–2019),7.9,196667,NaN
2846,Teenage Mutant Ninja Turtles,(2014),5.8,192711,31
2847,It Follows,(2014),6.9,184462,83
2848,The 100,(2014– ),7.7,179949,NaN
2849,Chef,(2014),7.3,175173,68
2850,Interstellar,(2014),8.6,1310030,74
2851,Guardians of the Galaxy,(2014),8.1,956950,76
2852,Gone Girl,(2014),8.1,766539,79
2853,Captain America: The Winter Soldier,(2014),7.8,671584,70
2854,The Grand Budapest Hotel,(2014),8.1,637302,88
2855,The Imitation Game,(2014),8.0,624408,73
2856,X-Men: Days of Future Past,(2014),8.0,624200,75
2857,Whiplash,(2014),8.5,622539,88
2858,Edge of Tomorrow,(2014),7.9,549206,71
2859,Kingsman: The Secret Service,(2014),7.7,547555,60
2860,Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7,522337,87
2861,John Wick,(2014),7.4,462117,68
2862,True Detective,(2014– ),9.0,447973,NaN
2863,The Hobbit: The Battle of the Five Armies,(2014),7.4,440475,59
2864,Ex Machina,(2014),7.7,427436,78
2865,Nightcrawler,(2014),7.9,407701,76
2866,Lucy,(I) (2014),6.4,405006,61
2867,American Sniper,(2014),7.3,403871,72
2868,Divergent,(2014),6.7,401159,48
2869,Dawn of the Planet of the Apes,(2014),7.6,391518,79
2870,The Amazing Spider-Man 2,(2014),6.6,390891,53
2871,The Maze Runner,(2014),6.8,388769,57
2872,Fury,(2014),7.6,384256,64
2873,The Hunger Games: Mockingjay - Part 1,(2014),6.6,380950,64
2874,Big Hero 6,(2014),7.8,374206,74
2875,The Theory of Everything,(2014),7.7,363746,72
2876,Godzilla,(2014),6.4,353542,62
2877,22 Jump Street,(2014),7.0,321151,71
2878,The Fault in Our Stars,(2014),7.7,317208,69
2879,Boyhood,(I) (2014),7.9,316585,100
2880,Maleficent,(2014),7.0,307520,56
2881,The Lego Movie,(2014),7.8,305625,83
2882,The Equalizer,(2014),7.2,304178,57
2883,The Interview,(II) (2014),6.5,287366,52
2884,Transformers: Age of Extinction,(2014),5.7,284431,32
2885,How to Train Your Dragon 2,(2014),7.8,280364,76
2886,The Flash,(2014– ),7.8,279093,NaN
2887,Fargo,(2014– ),9.0,277171,NaN
2888,Neighbors,(I) (2014),6.3,267168,68
2889,300: Rise of an Empire,(2014),6.2,264064,48
2890,Non-Stop,(2014),7.0,235493,56
2891,Noah,(2014),5.8,230007,68
2892,Predestination,(I) (2014),7.5,226754,69
2893,RoboCop,(2014),6.2,206430,52
2894,Transcendence,(I) (2014),6.3,205149,42
2895,Gotham,(2014–2019),7.9,196667,NaN
2896,Teenage Mutant Ninja Turtles,(2014),5.8,192711,31
2897,It Follows,(2014),6.9,184462,83
2898,The 100,(2014– ),7.7,179949,NaN
2899,Chef,(2014),7.3,175173,68
2900,Interstellar,(2014),8.6,1310030,74
2901,Guardians of the Galaxy,(2014),8.1,956950,76
2902,Gone Girl,(2014),8.1,766539,79
2903,Captain America: The Winter Soldier,(2014),7.8,671584,70
2904,The Grand Budapest Hotel,(2014),8.1,637302,88
2905,The Imitation Game,(2014),8.0,624408,73
2906,X-Men: Days of Future Past,(2014),8.0,624200,75
2907,Whiplash,(2014),8.5,622539,88
2908,Edge of Tomorrow,(2014),7.9,549206,71
2909,Kingsman: The Secret Service,(2014),7.7,547555,60
2910,Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7,522337,87
2911,John Wick,(2014),7.4,462117,68
2912,True Detective,(2014– ),9.0,447973,NaN
2913,The Hobbit: The Battle of the Five Armies,(2014),7.4,440475,59
2914,Ex Machina,(2014),7.7,427436,78
2915,Nightcrawler,(2014),7.9,407701,76
2916,Lucy,(I) (2014),6.4,405006,61
2917,American Sniper,(2014),7.3,403871,72
2918,Divergent,(2014),6.7,401159,48
2919,Dawn of the Planet of the Apes,(2014),7.6,391518,79
2920,The Amazing Spider-Man 2,(2014),6.6,390891,53
2921,The Maze Runner,(2014),6.8,388769,57
2922,Fury,(2014),7.6,384256,64
2923,The Hunger Games: Mockingjay - Part 1,(2014),6.6,380950,64
2924,Big Hero 6,(2014),7.8,374206,74
2925,The Theory of Everything,(2014),7.7,363746,72
2926,Godzilla,(2014),6.4,353542,62
2927,22 Jump Street,(2014),7.0,321151,71
2928,The Fault in Our Stars,(2014),7.7,317208,69
2929,Boyhood,(I) (2014),7.9,316585,100
2930,Maleficent,(2014),7.0,307520,56
2931,The Lego Movie,(2014),7.8,305625,83
2932,The Equalizer,(2014),7.2,304178,57
2933,The Interview,(II) (2014),6.5,287366,52
2934,Transformers: Age of Extinction,(2014),5.7,284431,32
2935,How to Train Your Dragon 2,(2014),7.8,280364,76
2936,The Flash,(2014– ),7.8,279093,NaN
2937,Fargo,(2014– ),9.0,277171,NaN
2938,Neighbors,(I) (2014),6.3,267168,68
2939,300: Rise of an Empire,(2014),6.2,264064,48
2940,Non-Stop,(2014),7.0,235493,56
2941,Noah,(2014),5.8,230007,68
2942,Predestination,(I) (2014),7.5,226754,69
2943,RoboCop,(2014),6.2,206430,52
2944,Transcendence,(I) (2014),6.3,205149,42
2945,Gotham,(2014–2019),7.9,196667,NaN
2946,Teenage Mutant Ninja Turtles,(2014),5.8,192711,31
2947,It Follows,(2014),6.9,184462,83
2948,The 100,(2014– ),7.7,179949,NaN
2949,Chef,(2014),7.3,175173,68
2950,Interstellar,(2014),8.6,1310030,74
2951,Guardians of the Galaxy,(2014),8.1,956950,76
2952,Gone Girl,(2014),8.1,766539,79
2953,Captain America: The Winter Soldier,(2014),7.8,671584,70
2954,The Grand Budapest Hotel,(2014),8.1,637302,88
2955,The Imitation Game,(2014),8.0,624408,73
2956,X-Men: Days of Future Past,(2014),8.0,624200,75
2957,Whiplash,(2014),8.5,622539,88
2958,Edge of Tomorrow,(2014),7.9,549206,71
2959,Kingsman: The Secret Service,(2014),7.7,547555,60
2960,Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7,522337,87
2961,John Wick,(2014),7.4,462117,68
2962,True Detective,(2014– ),9.0,447973,NaN
2963,The Hobbit: The Battle of the Five Armies,(2014),7.4,440475,59
2964,Ex Machina,(2014),7.7,427436,78
2965,Nightcrawler,(2014),7.9,407701,76
2966,Lucy,(I) (2014),6.4,405006,61
2967,American Sniper,(2014),7.3,403871,72
2968,Divergent,(2014),6.7,401159,48
2969,Dawn of the Planet of the Apes,(2014),7.6,391518,79
2970,The Amazing Spider-Man 2,(2014),6.6,390891,53
2971,The Maze Runner,(2014),6.8,388769,57
2972,Fury,(2014),7.6,384256,64
2973,The Hunger Games: Mockingjay - Part 1,(2014),6.6,380950,64
2974,Big Hero 6,(2014),7.8,374206,74
2975,The Theory of Everything,(2014),7.7,363746,72
2976,Godzilla,(2014),6.4,353542,62
2977,22 Jump Street,(2014),7.0,321151,71
2978,The Fault in Our Stars,(2014),7.7,317208,69
2979,Boyhood,(I) (2014),7.9,316585,100
2980,Maleficent,(2014),7.0,307520,56
2981,The Lego Movie,(2014),7.8,305625,83
2982,The Equalizer,(2014),7.2,304178,57
2983,The Interview,(II) (2014),6.5,287366,52
2984,Transformers: Age of Extinction,(2014),5.7,284431,32
2985,How to Train Your Dragon 2,(2014),7.8,280364,76
2986,The Flash,(2014– ),7.8,279093,NaN
2987,Fargo,(2014– ),9.0,277171,NaN
2988,Neighbors,(I) (2014),6.3,267168,68
2989,300: Rise of an Empire,(2014),6.2,264064,48
2990,Non-Stop,(2014),7.0,235493,56
2991,Noah,(2014),5.8,230007,68
2992,Predestination,(I) (2014),7.5,226754,69
2993,RoboCop,(2014),6.2,206430,52
2994,Transcendence,(I) (2014),6.3,205149,42
2995,Gotham,(2014–2019),7.9,196667,NaN
2996,Teenage Mutant Ninja Turtles,(2014),5.8,192711,31
2997,It Follows,(2014),6.9,184462,83
2998,The 100,(2014– ),7.7,179949,NaN
2999,Chef,(2014),7.3,175173,68
3000,Star Wars: Episode VII - The Force Awakens,(2015),8.0,787967,81
3001,Mad Max: Fury Road,(2015),8.1,785932,90
3002,The Martian,(2015),8.0,684934,80
3003,Avengers: Age of Ultron,(2015),7.3,671602,66
3004,The Revenant,(2015),8.0,626074,76
3005,Jurassic World,(2015),7.0,541946,59
3006,Inside Out,(I) (2015),8.2,541146,94
3007,Ant-Man,(2015),7.3,506818,64
3008,The Hateful Eight,(2015),7.8,439059,68
3009,Spotlight,(I) (2015),8.1,367906,93
3010,Spectre,(I) (2015),6.8,354071,60
3011,Furious Seven,(2015),7.2,336370,67
3012,Daredevil,(2015–2018),8.7,331835,NaN
3013,Sicario,(2015),7.6,330771,82
3014,Room,(I) (2015),8.2,319601,86
3015,Mission: Impossible - Rogue Nation,(2015),7.4,313687,75
3016,The Big Short,(2015),7.8,311576,81
3017,Narcos,(2015–2017),8.8,299554,NaN
3018,Mr. Robot,(2015– ),8.5,280411,NaN
3019,Fifty Shades of Grey,(2015),4.1,280247,46
3020,Bridge of Spies,(2015),7.6,264321,81
3021,The Hunger Games: Mockingjay - Part 2,(2015),6.6,254329,65
3022,Better Call Saul,(2015– ),8.7,252584,NaN
3023,The Man from U.N.C.L.E.,(2015),7.3,241949,56
3024,Terminator Genisys,(2015),6.4,235828,38
3025,Creed,(II) (2015),7.6,226232,82
3026,Spy,(2015),7.0,214773,75
3027,Chappie,(2015),6.8,214561,41
3028,Maze Runner: The Scorch Trials,(2015),6.3,202385,43
3029,Southpaw,(2015),7.4,200842,57
3030,Insurgent,(2015),6.2,200753,42
3031,Minions,(2015),6.4,195283,56
3032,San Andreas,(2015),6.1,194014,43
3033,Focus,(II) (2015),6.6,193096,56
3034,The Intern,(I) (2015),7.1,192545,51
3035,The Lobster,(2015),7.1,184412,82
3036,Everest,(2015),7.1,181983,64
3037,Jessica Jones,(2015–2019),8.0,177173,NaN
3038,Ted 2,(2015),6.3,167050,48
3039,Jupiter Ascending,(2015),5.3,167040,40
3040,Straight Outta Compton,(2015),7.9,166007,72
3041,Tomorrowland,(2015),6.4,161898,60
3042,Lucifer,(2015– ),8.2,158707,NaN
3043,Black Mass,(2015),6.9,156500,68
3044,The VVitch: A New-England Folktale,(2015),6.8,156259,83
3045,The Danish Girl,(2015),7.1,147680,66
3046,Cinderella,(I) (2015),6.9,144042,67
3047,Fantastic Four,(2015),4.3,140928,27
3048,Legend,(I) (2015),7.0,140019,55
3049,The Age of Adaline,(2015),7.2,139710,51
3050,Star Wars: Episode VII - The Force Awakens,(2015),8.0,787967,81
3051,Mad Max: Fury Road,(2015),8.1,785932,90
3052,The Martian,(2015),8.0,684934,80
3053,Avengers: Age of Ultron,(2015),7.3,671602,66
3054,The Revenant,(2015),8.0,626074,76
3055,Jurassic World,(2015),7.0,541946,59
3056,Inside Out,(I) (2015),8.2,541146,94
3057,Ant-Man,(2015),7.3,506818,64
3058,The Hateful Eight,(2015),7.8,439059,68
3059,Spotlight,(I) (2015),8.1,367906,93
3060,Spectre,(I) (2015),6.8,354071,60
3061,Furious Seven,(2015),7.2,336370,67
3062,Daredevil,(2015–2018),8.7,331835,NaN
3063,Sicario,(2015),7.6,330771,82
3064,Room,(I) (2015),8.2,319601,86
3065,Mission: Impossible - Rogue Nation,(2015),7.4,313687,75
3066,The Big Short,(2015),7.8,311576,81
3067,Narcos,(2015–2017),8.8,299554,NaN
3068,Mr. Robot,(2015– ),8.5,280411,NaN
3069,Fifty Shades of Grey,(2015),4.1,280247,46
3070,Bridge of Spies,(2015),7.6,264321,81
3071,The Hunger Games: Mockingjay - Part 2,(2015),6.6,254329,65
3072,Better Call Saul,(2015– ),8.7,252584,NaN
3073,The Man from U.N.C.L.E.,(2015),7.3,241949,56
3074,Terminator Genisys,(2015),6.4,235828,38
3075,Creed,(II) (2015),7.6,226232,82
3076,Spy,(2015),7.0,214773,75
3077,Chappie,(2015),6.8,214561,41
3078,Maze Runner: The Scorch Trials,(2015),6.3,202385,43
3079,Southpaw,(2015),7.4,200842,57
3080,Insurgent,(2015),6.2,200753,42
3081,Minions,(2015),6.4,195283,56
3082,San Andreas,(2015),6.1,194014,43
3083,Focus,(II) (2015),6.6,193096,56
3084,The Intern,(I) (2015),7.1,192545,51
3085,The Lobster,(2015),7.1,184412,82
3086,Everest,(2015),7.1,181983,64
3087,Jessica Jones,(2015–2019),8.0,177173,NaN
3088,Ted 2,(2015),6.3,167050,48
3089,Jupiter Ascending,(2015),5.3,167040,40
3090,Straight Outta Compton,(2015),7.9,166007,72
3091,Tomorrowland,(2015),6.4,161898,60
3092,Lucifer,(2015– ),8.2,158707,NaN
3093,Black Mass,(2015),6.9,156500,68
3094,The VVitch: A New-England Folktale,(2015),6.8,156259,83
3095,The Danish Girl,(2015),7.1,147680,66
3096,Cinderella,(I) (2015),6.9,144042,67
3097,Fantastic Four,(2015),4.3,140928,27
3098,Legend,(I) (2015),7.0,140019,55
3099,The Age of Adaline,(2015),7.2,139710,51
3100,Star Wars: Episode VII - The Force Awakens,(2015),8.0,787967,81
3101,Mad Max: Fury Road,(2015),8.1,785932,90
3102,The Martian,(2015),8.0,684934,80
3103,Avengers: Age of Ultron,(2015),7.3,671602,66
3104,The Revenant,(2015),8.0,626074,76
3105,Jurassic World,(2015),7.0,541946,59
3106,Inside Out,(I) (2015),8.2,541146,94
3107,Ant-Man,(2015),7.3,506818,64
3108,The Hateful Eight,(2015),7.8,439059,68
3109,Spotlight,(I) (2015),8.1,367906,93
3110,Spectre,(I) (2015),6.8,354071,60
3111,Furious Seven,(2015),7.2,336370,67
3112,Daredevil,(2015–2018),8.7,331835,NaN
3113,Sicario,(2015),7.6,330771,82
3114,Room,(I) (2015),8.2,319601,86
3115,Mission: Impossible - Rogue Nation,(2015),7.4,313687,75
3116,The Big Short,(2015),7.8,311576,81
3117,Narcos,(2015–2017),8.8,299554,NaN
3118,Mr. Robot,(2015– ),8.5,280411,NaN
3119,Fifty Shades of Grey,(2015),4.1,280247,46
3120,Bridge of Spies,(2015),7.6,264321,81
3121,The Hunger Games: Mockingjay - Part 2,(2015),6.6,254329,65
3122,Better Call Saul,(2015– ),8.7,252584,NaN
3123,The Man from U.N.C.L.E.,(2015),7.3,241949,56
3124,Terminator Genisys,(2015),6.4,235828,38
3125,Creed,(II) (2015),7.6,226232,82
3126,Spy,(2015),7.0,214773,75
3127,Chappie,(2015),6.8,214561,41
3128,Maze Runner: The Scorch Trials,(2015),6.3,202385,43
3129,Southpaw,(2015),7.4,200842,57
3130,Insurgent,(2015),6.2,200753,42
3131,Minions,(2015),6.4,195283,56
3132,San Andreas,(2015),6.1,194014,43
3133,Focus,(II) (2015),6.6,193096,56
3134,The Intern,(I) (2015),7.1,192545,51
3135,The Lobster,(2015),7.1,184412,82
3136,Everest,(2015),7.1,181983,64
3137,Jessica Jones,(2015–2019),8.0,177173,NaN
3138,Ted 2,(2015),6.3,167050,48
3139,Jupiter Ascending,(2015),5.3,167040,40
3140,Straight Outta Compton,(2015),7.9,166007,72
3141,Tomorrowland,(2015),6.4,161898,60
3142,Lucifer,(2015– ),8.2,158707,NaN
3143,Black Mass,(2015),6.9,156500,68
3144,The VVitch: A New-England Folktale,(2015),6.8,156259,83
3145,The Danish Girl,(2015),7.1,147680,66
3146,Cinderella,(I) (2015),6.9,144042,67
3147,Fantastic Four,(2015),4.3,140928,27
3148,Legend,(I) (2015),7.0,140019,55
3149,The Age of Adaline,(2015),7.2,139710,51
3150,Star Wars: Episode VII - The Force Awakens,(2015),8.0,787967,81
3151,Mad Max: Fury Road,(2015),8.1,785932,90
3152,The Martian,(2015),8.0,684934,80
3153,Avengers: Age of Ultron,(2015),7.3,671602,66
3154,The Revenant,(2015),8.0,626074,76
3155,Jurassic World,(2015),7.0,541946,59
3156,Inside Out,(I) (2015),8.2,541146,94
3157,Ant-Man,(2015),7.3,506818,64
3158,The Hateful Eight,(2015),7.8,439059,68
3159,Spotlight,(I) (2015),8.1,367906,93
3160,Spectre,(I) (2015),6.8,354071,60
3161,Furious Seven,(2015),7.2,336370,67
3162,Daredevil,(2015–2018),8.7,331835,NaN
3163,Sicario,(2015),7.6,330771,82
3164,Room,(I) (2015),8.2,319601,86
3165,Mission: Impossible - Rogue Nation,(2015),7.4,313687,75
3166,The Big Short,(2015),7.8,311576,81
3167,Narcos,(2015–2017),8.8,299554,NaN
3168,Mr. Robot,(2015– ),8.5,280411,NaN
3169,Fifty Shades of Grey,(2015),4.1,280247,46
3170,Bridge of Spies,(2015),7.6,264321,81
3171,The Hunger Games: Mockingjay - Part 2,(2015),6.6,254329,65
3172,Better Call Saul,(2015– ),8.7,252584,NaN
3173,The Man from U.N.C.L.E.,(2015),7.3,241949,56
3174,Terminator Genisys,(2015),6.4,235828,38
3175,Creed,(II) (2015),7.6,226232,82
3176,Spy,(2015),7.0,214773,75
3177,Chappie,(2015),6.8,214561,41
3178,Maze Runner: The Scorch Trials,(2015),6.3,202385,43
3179,Southpaw,(2015),7.4,200842,57
3180,Insurgent,(2015),6.2,200753,42
3181,Minions,(2015),6.4,195283,56
3182,San Andreas,(2015),6.1,194014,43
3183,Focus,(II) (2015),6.6,193096,56
3184,The Intern,(I) (2015),7.1,192545,51
3185,The Lobster,(2015),7.1,184412,82
3186,Everest,(2015),7.1,181983,64
3187,Jessica Jones,(2015–2019),8.0,177173,NaN
3188,Ted 2,(2015),6.3,167050,48
3189,Jupiter Ascending,(2015),5.3,167040,40
3190,Straight Outta Compton,(2015),7.9,166007,72
3191,Tomorrowland,(2015),6.4,161898,60
3192,Lucifer,(2015– ),8.2,158707,NaN
3193,Black Mass,(2015),6.9,156500,68
3194,The VVitch: A New-England Folktale,(2015),6.8,156259,83
3195,The Danish Girl,(2015),7.1,147680,66
3196,Cinderella,(I) (2015),6.9,144042,67
3197,Fantastic Four,(2015),4.3,140928,27
3198,Legend,(I) (2015),7.0,140019,55
3199,The Age of Adaline,(2015),7.2,139710,51
3200,Deadpool,(2016),8.0,826933,65
3201,Stranger Things,(2016– ),8.9,626159,NaN
3202,Captain America: Civil War,(2016),7.8,589807,75
3203,Batman v Superman: Dawn of Justice,(2016),6.5,579861,44
3204,Suicide Squad,(2016),6.0,536410,40
3205,Doctor Strange,(2016),7.5,521154,72
3206,Arrival,(II) (2016),7.9,520162,81
3207,Rogue One,(2016),7.8,482061,65
3208,La La Land,(I) (2016),8.0,439154,93
3209,Zootopia,(2016),8.0,386895,78
3210,Hacksaw Ridge,(2016),8.1,370632,71
3211,Fantastic Beasts and Where to Find Them,(2016),7.3,368084,66
3212,Split,(IX) (2016),7.3,363813,62
3213,X-Men: Apocalypse,(2016),7.0,361073,52
3214,Westworld,(2016– ),8.8,354045,NaN
3215,Passengers,(I) (2016),7.0,313254,41
3216,10 Cloverfield Lane,(2016),7.2,262220,76
3217,The Nice Guys,(2016),7.4,242276,70
3218,The Jungle Book,(2016),7.4,242054,77
3219,The Accountant,(2016),7.3,234423,51
3220,Moonlight,(I) (2016),7.4,230274,99
3221,Moana,(I) (2016),7.6,227019,81
3222,Warcraft,(2016),6.8,226669,32
3223,Now You See Me 2,(2016),6.5,218089,46
3224,Manchester by the Sea,(2016),7.8,216205,96
3225,Finding Dory,(2016),7.3,215575,77
3226,Star Trek Beyond,(2016),7.1,210887,68
3227,Nocturnal Animals,(2016),7.5,207004,67
3228,Sully,(2016),7.5,204746,74
3229,The Conjuring 2,(2016),7.4,197177,65
3230,Jason Bourne,(2016),6.6,191595,58
3231,Don't Breathe,(2016),7.1,188914,71
3232,Ghostbusters,(2016),5.2,188132,60
3233,Lion,(2016),8.1,183409,69
3234, Game of Thrones,(2011–2019),9.9,181186,NaN
3235,Hell or High Water,(II) (2016),7.6,177986,88
3236,Me Before You,(2016),7.4,177072,51
3237,Hidden Figures,(2016),7.8,172485,74
3238,The Magnificent Seven,(2016),6.9,169497,54
3239,Assassin's Creed,(2016),5.8,168118,36
3240,The Promise,(II) (2016),6.1,164698,49
3241,The Secret Life of Pets,(2016),6.5,164642,61
3242,Captain Fantastic,(2016),7.9,160995,72
3243,Sausage Party,(2016),6.2,160061,66
3244,Independence Day: Resurgence,(2016),5.2,156105,32
3245,War Dogs,(2016),7.1,155213,57
3246,The Girl on the Train,(2016),6.5,152559,48
3247,The Legend of Tarzan,(2016),6.3,151042,44
3248,Miss Peregrine's Home for Peculiar Children,(2016),6.7,141405,57
3249,Central Intelligence,(2016),6.3,140387,52
3250,Deadpool,(2016),8.0,826933,65
3251,Stranger Things,(2016– ),8.9,626159,NaN
3252,Captain America: Civil War,(2016),7.8,589807,75
3253,Batman v Superman: Dawn of Justice,(2016),6.5,579861,44
3254,Suicide Squad,(2016),6.0,536410,40
3255,Doctor Strange,(2016),7.5,521154,72
3256,Arrival,(II) (2016),7.9,520162,81
3257,Rogue One,(2016),7.8,482061,65
3258,La La Land,(I) (2016),8.0,439154,93
3259,Zootopia,(2016),8.0,386895,78
3260,Hacksaw Ridge,(2016),8.1,370632,71
3261,Fantastic Beasts and Where to Find Them,(2016),7.3,368084,66
3262,Split,(IX) (2016),7.3,363813,62
3263,X-Men: Apocalypse,(2016),7.0,361073,52
3264,Westworld,(2016– ),8.8,354045,NaN
3265,Passengers,(I) (2016),7.0,313254,41
3266,10 Cloverfield Lane,(2016),7.2,262220,76
3267,The Nice Guys,(2016),7.4,242276,70
3268,The Jungle Book,(2016),7.4,242054,77
3269,The Accountant,(2016),7.3,234423,51
3270,Moonlight,(I) (2016),7.4,230274,99
3271,Moana,(I) (2016),7.6,227019,81
3272,Warcraft,(2016),6.8,226669,32
3273,Now You See Me 2,(2016),6.5,218089,46
3274,Manchester by the Sea,(2016),7.8,216205,96
3275,Finding Dory,(2016),7.3,215575,77
3276,Star Trek Beyond,(2016),7.1,210887,68
3277,Nocturnal Animals,(2016),7.5,207004,67
3278,Sully,(2016),7.5,204746,74
3279,The Conjuring 2,(2016),7.4,197177,65
3280,Jason Bourne,(2016),6.6,191595,58
3281,Don't Breathe,(2016),7.1,188914,71
3282,Ghostbusters,(2016),5.2,188132,60
3283,Lion,(2016),8.1,183409,69
3284, Game of Thrones,(2011–2019),9.9,181186,NaN
3285,Hell or High Water,(II) (2016),7.6,177986,88
3286,Me Before You,(2016),7.4,177072,51
3287,Hidden Figures,(2016),7.8,172485,74
3288,The Magnificent Seven,(2016),6.9,169497,54
3289,Assassin's Creed,(2016),5.8,168118,36
3290,The Promise,(II) (2016),6.1,164698,49
3291,The Secret Life of Pets,(2016),6.5,164642,61
3292,Captain Fantastic,(2016),7.9,160995,72
3293,Sausage Party,(2016),6.2,160061,66
3294,Independence Day: Resurgence,(2016),5.2,156105,32
3295,War Dogs,(2016),7.1,155213,57
3296,The Girl on the Train,(2016),6.5,152559,48
3297,The Legend of Tarzan,(2016),6.3,151042,44
3298,Miss Peregrine's Home for Peculiar Children,(2016),6.7,141405,57
3299,Central Intelligence,(2016),6.3,140387,52
3300,Deadpool,(2016),8.0,826933,65
3301,Stranger Things,(2016– ),8.9,626159,NaN
3302,Captain America: Civil War,(2016),7.8,589807,75
3303,Batman v Superman: Dawn of Justice,(2016),6.5,579861,44
3304,Suicide Squad,(2016),6.0,536410,40
3305,Doctor Strange,(2016),7.5,521154,72
3306,Arrival,(II) (2016),7.9,520162,81
3307,Rogue One,(2016),7.8,482061,65
3308,La La Land,(I) (2016),8.0,439154,93
3309,Zootopia,(2016),8.0,386895,78
3310,Hacksaw Ridge,(2016),8.1,370632,71
3311,Fantastic Beasts and Where to Find Them,(2016),7.3,368084,66
3312,Split,(IX) (2016),7.3,363813,62
3313,X-Men: Apocalypse,(2016),7.0,361073,52
3314,Westworld,(2016– ),8.8,354045,NaN
3315,Passengers,(I) (2016),7.0,313254,41
3316,10 Cloverfield Lane,(2016),7.2,262220,76
3317,The Nice Guys,(2016),7.4,242276,70
3318,The Jungle Book,(2016),7.4,242054,77
3319,The Accountant,(2016),7.3,234423,51
3320,Moonlight,(I) (2016),7.4,230274,99
3321,Moana,(I) (2016),7.6,227019,81
3322,Warcraft,(2016),6.8,226669,32
3323,Now You See Me 2,(2016),6.5,218089,46
3324,Manchester by the Sea,(2016),7.8,216205,96
3325,Finding Dory,(2016),7.3,215575,77
3326,Star Trek Beyond,(2016),7.1,210887,68
3327,Nocturnal Animals,(2016),7.5,207004,67
3328,Sully,(2016),7.5,204746,74
3329,The Conjuring 2,(2016),7.4,197177,65
3330,Jason Bourne,(2016),6.6,191595,58
3331,Don't Breathe,(2016),7.1,188914,71
3332,Ghostbusters,(2016),5.2,188132,60
3333,Lion,(2016),8.1,183409,69
3334, Game of Thrones,(2011–2019),9.9,181186,NaN
3335,Hell or High Water,(II) (2016),7.6,177986,88
3336,Me Before You,(2016),7.4,177072,51
3337,Hidden Figures,(2016),7.8,172485,74
3338,The Magnificent Seven,(2016),6.9,169497,54
3339,Assassin's Creed,(2016),5.8,168118,36
3340,The Promise,(II) (2016),6.1,164698,49
3341,The Secret Life of Pets,(2016),6.5,164642,61
3342,Captain Fantastic,(2016),7.9,160995,72
3343,Sausage Party,(2016),6.2,160061,66
3344,Independence Day: Resurgence,(2016),5.2,156105,32
3345,War Dogs,(2016),7.1,155213,57
3346,The Girl on the Train,(2016),6.5,152559,48
3347,The Legend of Tarzan,(2016),6.3,151042,44
3348,Miss Peregrine's Home for Peculiar Children,(2016),6.7,141405,57
3349,Central Intelligence,(2016),6.3,140387,52
3350,Deadpool,(2016),8.0,826933,65
3351,Stranger Things,(2016– ),8.9,626159,NaN
3352,Captain America: Civil War,(2016),7.8,589807,75
3353,Batman v Superman: Dawn of Justice,(2016),6.5,579861,44
3354,Suicide Squad,(2016),6.0,536410,40
3355,Doctor Strange,(2016),7.5,521154,72
3356,Arrival,(II) (2016),7.9,520162,81
3357,Rogue One,(2016),7.8,482061,65
3358,La La Land,(I) (2016),8.0,439154,93
3359,Zootopia,(2016),8.0,386895,78
3360,Hacksaw Ridge,(2016),8.1,370632,71
3361,Fantastic Beasts and Where to Find Them,(2016),7.3,368084,66
3362,Split,(IX) (2016),7.3,363813,62
3363,X-Men: Apocalypse,(2016),7.0,361073,52
3364,Westworld,(2016– ),8.8,354045,NaN
3365,Passengers,(I) (2016),7.0,313254,41
3366,10 Cloverfield Lane,(2016),7.2,262220,76
3367,The Nice Guys,(2016),7.4,242276,70
3368,The Jungle Book,(2016),7.4,242054,77
3369,The Accountant,(2016),7.3,234423,51
3370,Moonlight,(I) (2016),7.4,230274,99
